pigs/1.cnf,0.25
pigs/2.cnf,0.5
pigs/3.cnf,0.25
pigs/4.cnf,0.25
pigs/5.cnf,0.5
pigs/6.cnf,0.25
pigs/7.cnf,0.25
pigs/8.cnf,0.5
pigs/9.cnf,0.25
pigs/10.cnf,0.25
pigs/11.cnf,0.5
pigs/12.cnf,0.25
pigs/13.cnf,0.25
pigs/14.cnf,0.5
pigs/15.cnf,0.25
pigs/16.cnf,0.25
pigs/17.cnf,0.5
pigs/18.cnf,0.25
pigs/19.cnf,0.25
pigs/20.cnf,0.5
pigs/21.cnf,0.25
pigs/22.cnf,0.25
pigs/23.cnf,0.5
pigs/24.cnf,0.25
pigs/25.cnf,0.25
pigs/26.cnf,0.5
pigs/27.cnf,0.25
pigs/28.cnf,0.25
pigs/29.cnf,0.5
pigs/30.cnf,0.25
pigs/31.cnf,0.25
pigs/32.cnf,0.5
pigs/33.cnf,0.25
pigs/34.cnf,0.25
pigs/35.cnf,0.5
pigs/36.cnf,0.25
pigs/37.cnf,0.25
pigs/38.cnf,0.5
pigs/39.cnf,0.25
pigs/40.cnf,0.25
pigs/41.cnf,0.5
pigs/42.cnf,0.25
pigs/43.cnf,0.265625
pigs/44.cnf,0.46875
pigs/45.cnf,0.265625
pigs/46.cnf,0.265625
pigs/47.cnf,0.46875
pigs/48.cnf,0.265625
pigs/49.cnf,0.25
pigs/50.cnf,0.5
pigs/51.cnf,0.25
pigs/52.cnf,0.25
pigs/53.cnf,0.5
pigs/54.cnf,0.25
pigs/55.cnf,0.25
pigs/56.cnf,0.5
pigs/57.cnf,0.25
pigs/58.cnf,0.25
pigs/59.cnf,0.5
pigs/60.cnf,0.25
pigs/61.cnf,0.25
pigs/62.cnf,0.5
pigs/63.cnf,0.25
pigs/64.cnf,0.2578125
pigs/65.cnf,0.484375
pigs/66.cnf,0.2578125
pigs/67.cnf,0.25
pigs/68.cnf,0.5
pigs/69.cnf,0.25
pigs/70.cnf,0.25
pigs/71.cnf,0.5
pigs/72.cnf,0.25
pigs/73.cnf,0.25
pigs/74.cnf,0.5
pigs/75.cnf,0.25
pigs/76.cnf,0.25
pigs/77.cnf,0.5
pigs/78.cnf,0.25
pigs/79.cnf,0.25
pigs/80.cnf,0.5
pigs/81.cnf,0.25
pigs/82.cnf,0.25
pigs/83.cnf,0.5
pigs/84.cnf,0.25
pigs/85.cnf,0.25
pigs/86.cnf,0.5
pigs/87.cnf,0.25
pigs/88.cnf,0.265625
pigs/89.cnf,0.46875
pigs/90.cnf,0.265625
pigs/91.cnf,0.25
pigs/92.cnf,0.5
pigs/93.cnf,0.25
pigs/94.cnf,0.25
pigs/95.cnf,0.5
pigs/96.cnf,0.25
pigs/97.cnf,0.25
pigs/98.cnf,0.5
pigs/99.cnf,0.25
pigs/100.cnf,0.25
pigs/101.cnf,0.5
pigs/102.cnf,0.25
pigs/103.cnf,0.25
pigs/104.cnf,0.5
